City,Total_cases,Total_deaths,Total_tests,Active_cases,Date
New Hampshire ,5747,367,136310,968,06-29-2020
Idaho  ,5319,91,86345,1330,06-29-2020
North Dakota ,3539,79,105691,297,06-29-2020
Maine ,3191,104,100501,510,06-29-2020
West Virginia ,2849,93,167570,647,06-29-2020
Wyoming ,1417,20,44070,340,06-29-2020
Vermont ,1208,56,64993,203,06-29-2020
Montana ,919,22,88743,288,06-29-2020
Hawaii ,899,18,89866,162,06-29-2020
Alaska ,883,14,108300,348,06-29-2020
Guam ,253,5,11648,69,06-29-2020
United States Virgin Islands ,81,6,2858,4,06-29-2020
Northern Mariana Islands ,31,2,8217,10,06-29-2020
New York ,417777,31499,3914938,296803,06-30-2020
California ,223981,5987,4062697,158273,06-30-2020
New Jersey ,176399,15123,1403984,117091,06-30-2020
Texas ,159310,2437,2061939,75538,06-30-2020
Florida ,152434,3505,1946510,126043,06-30-2020
Illinois ,143514,7103,1572949,25131,06-30-2020
Massachusetts ,108768,8095,907915,9269,06-30-2020
Pennsylvania ,90834,6699,771383,17065,06-30-2020
Georgia ,79417,2784,980492,68262,06-30-2020
Arizona ,79215,1632,701834,68404,06-30-2020
Michigan ,70223,6161,1205031,12963,06-30-2020
Maryland ,67559,3190,644026,59390,06-30-2020
North Carolina ,64670,1366,910033,17766,06-30-2020
Virginia ,62787,1763,711093,52944,06-30-2020
Louisiana ,58095,3221,728511,12649,06-30-2020
Ohio ,51655,2850,774382,36312,06-30-2020
Connecticut ,46362,4320,444976,32030,06-30-2020
Indiana ,45594,2640,484196,8606,06-30-2020
Tennessee ,42297,592,776858,14743,06-30-2020
Alabama ,38045,950,406143,18229,06-30-2020
Minnesota ,36303,1476,605316,3226,06-30-2020
South Carolina ,34644,720,408394,20468,06-30-2020
Washington ,33391,1320,548222,21349,06-30-2020
Colorado ,32511,1682,320997,23802,06-30-2020
Iowa ,28947,713,303778,5138,06-30-2020
Wisconsin ,28058,777,558392,5064,06-30-2020
Mississippi ,27247,1073,299511,6786,06-30-2020
Veteran Affairs ,22107,1623,307364,3904,06-30-2020
Missouri ,21778,1024,409794,16652,06-30-2020
Utah ,21664,168,333905,9291,06-30-2020
Arkansas ,20257,265,302536,5926,06-30-2020
Nebraska ,19042,269,175484,5451,06-30-2020
Nevada ,18456,507,322944,6842,06-30-2020
Rhode Island ,16813,950,242282,14236,06-30-2020
Kentucky ,15347,560,394773,10848,06-30-2020
Kansas ,14513,273,176725,5267,06-30-2020
Oklahoma ,13757,387,326193,3285,06-30-2020
New Mexico ,11982,493,337720,6193,06-30-2020
Delaware ,11376,507,109931,4204,06-30-2020
District Of Columbia ,10327,551,95360,8576,06-30-2020
Oregon ,8485,204,235133,5581,06-30-2020
Navajo Nation ,7532,363,51699,4038,06-30-2020
Puerto Rico ,7465,153,13022,5953,06-30-2020
Federal Prisons ,7365,90,21525,1585,06-30-2020
South Dakota ,6716,91,79457,807,06-30-2020
New Hampshire ,5760,367,137349,958,06-30-2020
Idaho ,5752,91,88763,1588,06-30-2020
North Dakota ,3576,79,106122,302,06-30-2020
Maine ,3253,105,100501,502,06-30-2020
West Virginia ,2888,93,170497,599,06-30-2020
Wyoming ,1450,20,44586,360,06-30-2020
Vermont ,1208,56,64993,203,06-30-2020
Montana ,967,22,90861,303,06-30-2020
Alaska ,904,14,108709,365,06-30-2020
Hawaii ,900,18,90577,160,06-30-2020
Guam ,257,5,12969,73,06-30-2020
United States Virgin Islands ,84,6,2907,5,06-30-2020
Northern Mariana Islands ,31,2,8217,10,06-30-2020
New York ,418391,32139,3971648,295774,07-01-2020
California ,232466,6088,4168509,162716,07-01-2020
New Jersey ,176953,15177,1422374,116634,07-01-2020
Texas ,167269,2496,2119036,79955,07-01-2020
Florida ,158997,3554,1980354,131525,07-01-2020
Illinois ,144238,7124,1604018,25505,07-01-2020
Massachusetts ,108882,8054,914646,9424,07-01-2020
Pennsylvania ,91493,6702,782374,17239,07-01-2020
Arizona ,84092,1720,701834,72961,07-01-2020
Georgia ,81291,2805,991501,69234,07-01-2020
Michigan ,70728,6193,1222547,13436,07-01-2020
Maryland ,67918,3205,652701,59731,07-01-2020
North Carolina ,66513,1376,942238,19599,07-01-2020
Virginia ,63203,1786,726152,53286,07-01-2020
Louisiana ,60178,3238,752088,13914,07-01-2020
Ohio ,52419,2890,787929,36444,07-01-2020
Connecticut ,46514,4322,466394,31220,07-01-2020
Indiana ,45952,2650,484196,8656,07-01-2020
Tennessee ,43509,604,793127,15306,07-01-2020
Alabama ,38962,972,413433,19124,07-01-2020
Minnesota ,36716,1482,617107,3287,07-01-2020
South Carolina ,36399,739,420061,20189,07-01-2020
Washington ,33888,1332,557275,21720,07-01-2020
Colorado ,32715,1690,324632,23998,07-01-2020
Iowa ,29347,717,308680,5127,07-01-2020
Wisconsin ,28659,784,571201,5288,07-01-2020
Mississippi ,27900,1082,305600,7430,07-01-2020
Veteran Affairs ,22782,1629,314216,4538,07-01-2020
Missouri ,22344,1038,415991,16724,07-01-2020
Utah ,22217,172,340753,9647,07-01-2020
Arkansas ,20777,270,311203,5976,07-01-2020
Nebraska ,19177,274,180826,5166,07-01-2020
Nevada ,19101,511,331318,7127,07-01-2020
Rhode Island ,16853,956,244215,14266,07-01-2020
Kentucky ,15642,565,404781,11087,07-01-2020
Kansas ,14635,275,176725,5163,07-01-2020
Oklahoma ,14112,389,341597,3118,07-01-2020
New Mexico ,12147,497,344181,6257,07-01-2020
Delaware ,11510,509,110881,4325,07-01-2020
District Of Columbia ,10365,553,100035,8361,07-01-2020
Oregon ,8656,207,237243,5727,07-01-2020
Navajo Nation ,7549,364,51699,4054,07-01-2020
Puerto Rico ,7537,153,359473,6025,07-01-2020
Federal Prisons ,7444,91,22110,1663,07-01-2020
South Dakota ,6764,91,80088,801,07-01-2020
Idaho ,6117,92,90476,1792,07-01-2020
New Hampshire ,5782,371,138433,948,07-01-2020
North Dakota ,3615,80,107226,325,07-01-2020
Maine ,3294,105,102039,518,07-01-2020
West Virginia ,2932,93,173251,555,07-01-2020
Wyoming ,1487,20,45969,370,07-01-2020
Vermont ,1210,56,66292,193,07-01-2020
Montana ,1016,22,93330,336,07-01-2020
Alaska ,940,14,112185,400,07-01-2020
Hawaii ,917,18,92225,163,07-01-2020
Guam ,267,5,12969,83,07-01-2020
United States Virgin Islands ,84,6,2907,5,07-01-2020
Northern Mariana Islands ,31,2,8217,10,07-01-2020
New York ,419372,32146,4041593,292472,07-02-2020
California ,239159,6168,4254176,167460,07-02-2020
New Jersey ,177245,15242,1463913,112347,07-02-2020
Texas ,175509,2541,2174548,84732,07-02-2020
Florida ,169106,3618,2033794,139832,07-02-2020
Illinois ,145066,7152,1636055,25866,07-02-2020
Massachusetts ,109143,8081,925902,7905,07-02-2020
Pennsylvania ,92167,6761,793088,17358,07-02-2020
Arizona ,87425,1757,735496,75953,07-02-2020
Georgia ,84237,2827,1013009,71058,07-02-2020
Michigan ,71089,6198,1241900,13792,07-02-2020
Maryland ,68423,3212,675929,60198,07-02-2020
North Carolina ,68142,1394,971120,21210,07-02-2020
Virginia ,63735,1816,744480,53423,07-02-2020
Louisiana ,61561,3262,767374,15273,07-02-2020
Ohio ,53335,2901,788403,36521,07-02-2020
Connecticut ,46572,4324,475862,30809,07-02-2020
Indiana ,46387,2662,496835,8700,07-02-2020
Tennessee ,45315,609,817886,16423,07-02-2020
Alabama ,40111,985,413433,17044,07-02-2020
South Carolina ,37919,766,429692,21682,07-02-2020
Minnesota ,37210,1495,630427,3552,07-02-2020
Washington ,34595,1339,571964,22323,07-02-2020
Colorado ,33029,1697,330359,23697,07-02-2020
Iowa ,30059,717,316406,5474,07-02-2020
Wisconsin ,29199,786,580806,5324,07-02-2020
Mississippi ,28770,1092,310897,8290,07-02-2020
Veteran Affairs ,23359,1643,314216,4782,07-02-2020
Utah ,22716,173,343358,9836,07-02-2020
Missouri ,22695,1049,433269,17064,07-02-2020
Arkansas ,21197,277,314858,5757,07-02-2020
Nevada ,19733,524,341463,7733,07-02-2020
Nebraska ,19310,276,182880,5227,07-02-2020
Rhode Island ,16941,959,248268,14344,07-02-2020
Kentucky ,15842,572,411217,11218,07-02-2020
Kansas ,15097,278,183173,5416,07-02-2020
Oklahoma ,14539,395,355200,3096,07-02-2020
New Mexico ,12276,500,350060,6262,07-02-2020
Delaware ,11731,510,111384,4545,07-02-2020
District Of Columbia ,10390,554,100035,8385,07-02-2020
Oregon ,8931,208,242954,5979,07-02-2020
Navajo Nation ,7613,369,52131,4113,07-02-2020
Puerto Rico ,7608,153,359473,6096,07-02-2020
Federal Prisons ,7532,91,22111,1727,07-02-2020
South Dakota ,6826,93,80943,800,07-02-2020
Idaho ,6370,92,94537,1885,07-02-2020
New Hampshire ,5802,373,139790,938,07-02-2020
North Dakota ,3657,80,108195,342,07-02-2020
Maine ,3328,105,104365,525,07-02-2020
West Virginia ,3006,93,177287,585,07-02-2020
Wyoming ,1514,20,46326,375,07-02-2020
Vermont ,1227,56,66292,210,07-02-2020
Montana ,1083,22,95149,389,07-02-2020
Alaska ,978,14,114400,436,07-02-2020
Hawaii ,926,18,94160,167,07-02-2020
Guam ,280,5,13539,96,07-02-2020
United States Virgin Islands ,92,6,3016,11,07-02-2020
Northern Mariana Islands ,31,2,8217,10,07-02-2020
New York ,420448,32189,4107985,289226,07-03-2020
California ,247743,6262,4339093,174357,07-03-2020
Texas ,183044,2585,2212947,89739,07-03-2020
Florida ,178594,3686,2083056,149252,07-03-2020
New Jersey ,175661,15242,1485501,110763,07-03-2020
Illinois ,145935,7188,1666317,26135,07-03-2020
Massachusetts ,109338,8132,934549,8049,07-03-2020
Pennsylvania ,92977,6791,807095,17489,07-03-2020
Arizona ,91858,1788,755768,79933,07-03-2020
Georgia ,87709,2849,1044722,73652,07-03-2020
Michigan ,71678,6212,1267979,14367,07-03-2020
North Carolina ,70241,1416,999293,23287,07-03-2020
Maryland ,68961,3223,691495,60715,07-03-2020
Virginia ,64393,1845,760029,53837,07-03-2020
Louisiana ,63289,3283,784124,16980,07-03-2020
Ohio ,54166,2910,792005,36661,07-03-2020
Indiana ,46915,2681,504153,8829,07-03-2020
Tennessee ,46890,620,838084,17332,07-03-2020
Connecticut ,46646,4326,487323,30188,07-03-2020
Alabama ,41865,1006,430128,18777,07-03-2020
South Carolina ,39701,784,442263,23446,07-03-2020
Minnesota ,37624,1503,645172,3774,07-03-2020
Washington ,35237,1342,584989,22812,07-03-2020
Colorado ,33352,1701,337391,23514,07-03-2020
Iowa ,30357,720,320462,5362,07-03-2020
Wisconsin ,29738,793,593684,5418,07-03-2020
Mississippi ,28770,1092,310897,8290,07-03-2020
Veteran Affairs ,24006,1668,326978,4713,07-03-2020
Utah ,23270,176,346386,10018,07-03-2020
Missouri ,23100,1055,441520,17147,07-03-2020
Arkansas ,22075,279,323987,6098,07-03-2020
Nevada ,20718,528,353255,7878,07-03-2020
Nebraska ,19452,282,184354,5148,07-03-2020
Rhode Island ,16991,960,250954,14387,07-03-2020
Kentucky ,16079,581,420058,10772,07-03-2020
Kansas ,15159,280,183173,5309,07-03-2020
Oklahoma ,15065,398,355200,3148,07-03-2020
New Mexico ,12520,503,356637,6390,07-03-2020
Delaware ,11923,512,114918,4733,07-03-2020
District Of Columbia ,10435,555,101063,8415,07-03-2020
Oregon ,9294,209,250637,6326,07-03-2020
Puerto Rico ,7683,154,359473,6170,07-03-2020
Federal Prisons ,7618,92,22113,1804,07-03-2020
Navajo Nation ,7613,369,52131,4113,07-03-2020
South Dakota ,6893,97,81941,814,07-03-2020
Idaho ,6593,92,98119,2108,07-03-2020
New Hampshire ,5822,375,141995,939,07-03-2020
North Dakota ,3722,80,110574,376,07-03-2020
Maine ,3373,105,104365,537,07-03-2020
West Virginia ,3077,93,179995,599,07-03-2020
Wyoming ,1582,20,47932,423,07-03-2020
Vermont ,1236,56,68395,213,07-03-2020
Montana ,1128,23,97503,427,07-03-2020
Alaska ,1017,14,115909,468,07-03-2020
Hawaii ,946,18,95866,182,07-03-2020
Guam ,280,5,13539,96,07-03-2020
United States Virgin Islands ,98,6,3164,17,07-03-2020
Northern Mariana Islands ,31,2,8217,10,07-03-2020
New York ,421414,32215,4170388,283793,07-04-2020
California ,252252,6314,4448176,176614,07-04-2020
Texas ,190387,2621,2273591,94194,07-04-2020
Florida ,190052,3703,2083056,159423,07-04-2020
New Jersey ,176455,15270,1508548,109188,07-04-2020
Illinois ,146872,7215,1700635,26622,07-04-2020
Massachusetts ,109628,8149,946978,8322,07-04-2020
Arizona ,94553,1805,755768,82270,07-04-2020
Pennsylvania ,93620,6800,817152,17603,07-04-2020
Georgia ,90493,2856,1065629,75793,07-04-2020
Michigan ,72175,6215,1294326,13119,07-04-2020
North Carolina ,71654,1420,1018296,24696,07-04-2020
Maryland ,69341,3236,704450,61080,07-04-2020
Virginia ,65109,1849,772555,54519,07-04-2020
Louisiana ,63289,3283,784124,16980,07-04-2020
Ohio ,55763,2932,824481,13844,07-04-2020
Tennessee ,48712,633,862121,18488,07-04-2020
Indiana ,47432,2687,512288,8989,07-04-2020
Connecticut ,46717,4335,497693,29622,07-04-2020
South Carolina ,43386,813,450482,25587,07-04-2020
Alabama ,42862,1007,430128,19773,07-04-2020
Minnesota ,37624,1503,645172,3774,07-04-2020
Washington ,35641,1352,599975,23192,07-04-2020
Colorado ,33612,1701,337391,23261,07-04-2020
Iowa ,30925,721,327939,5647,07-04-2020
Wisconsin ,30317,796,603870,5478,07-04-2020
Mississippi ,29684,1103,316827,9193,07-04-2020
Veteran Affairs ,24347,1678,326978,4714,07-04-2020
Utah ,23866,181,356636,10609,07-04-2020
Missouri ,23717,1071,450038,17549,07-04-2020
Arkansas ,22622,281,331237,6177,07-04-2020
Nevada ,21575,530,363432,8733,07-04-2020
Nebraska ,19660,284,187808,5176,07-04-2020
Rhode Island ,16991,960,250954,14374,07-04-2020
Kentucky ,16376,585,430071,11044,07-04-2020
Kansas ,16005,282,191561,5909,07-04-2020
Oklahoma ,15645,398,355200,3728,07-04-2020
New Mexico ,12776,511,363374,6463,07-04-2020
Delaware ,11996,512,118343,4773,07-04-2020
District Of Columbia ,10447,557,102809,8393,07-04-2020
Oregon ,9636,209,254732,6668,07-04-2020
Federal Prisons ,7798,93,23715,1983,07-04-2020
Puerto Rico ,7787,155,359473,6273,07-04-2020
Navajo Nation ,7613,369,52131,4113,07-04-2020
Idaho ,6994,93,100474,4070,07-04-2020
South Dakota ,6978,97,82993,832,07-04-2020
New Hampshire ,5857,376,143806,884,07-04-2020
North Dakota ,3779,80,111928,411,07-04-2020
Maine ,3397,107,113260,539,07-04-2020
West Virginia ,3141,94,181324,645,07-04-2020
Wyoming ,1606,20,47932,447,07-04-2020
Vermont ,1238,56,69397,183,07-04-2020
Montana ,1167,23,98950,466,07-04-2020
Alaska ,1063,15,120208,509,07-04-2020
Hawaii ,975,19,98278,202,07-04-2020
Guam ,280,5,13539,96,07-04-2020
United States Virgin Islands ,111,6,3173,29,07-04-2020
Northern Mariana Islands ,31,2,8217,10,07-04-2020
New York ,421637,32215,4170458,284019,07-05-2020
California ,255970,6331,4553031,179808,07-05-2020
Florida ,200111,3731,2200199,169454,07-05-2020
Texas ,195769,2648,2338098,95691,07-05-2020
New Jersey ,176663,15257,1508548,105886,07-05-2020
Illinois ,147734,7224,1734471,27334,07-05-2020
Massachusetts ,109838,8172,955622,8509,07-05-2020
Arizona ,98089,1809,785999,85377,07-05-2020
Pennsylvania ,93922,6800,818956,17410,07-05-2020
Georgia ,93319,2857,1094407,77973,07-05-2020
North Carolina ,72983,1425,1036838,26020,07-05-2020
Michigan ,72581,6218,1318729,13522,07-05-2020
Maryland ,69632,3243,713526,61360,07-05-2020
Virginia ,65748,1853,782984,55154,07-05-2020
Louisiana ,65226,3288,784124,18912,07-05-2020
Ohio ,56481,2933,844675,13645,07-05-2020
Tennessee ,50140,637,878230,19460,07-05-2020
Indiana ,48008,2693,521722,8840,07-05-2020
Connecticut ,46717,4335,497693,29622,07-05-2020
South Carolina ,44847,820,463201,27033,07-05-2020
Alabama ,43953,1007,449383,20864,07-05-2020
Minnesota ,37624,1503,645172,3774,07-05-2020
Washington ,36137,1354,607276,23356,07-05-2020
Colorado ,33866,1701,347821,23130,07-05-2020
Iowa ,31243,721,331191,5853,07-05-2020
Wisconsin ,31055,796,610692,5768,07-05-2020
Mississippi ,30900,1111,322221,10401,07-05-2020
Veteran Affairs ,24627,1688,326978,4825,07-05-2020
Utah ,24542,181,366716,10554,07-05-2020
Missouri ,24176,1073,458314,18006,07-05-2020
Arkansas ,23209,286,338893,6197,07-05-2020
Nevada ,22418,534,371890,8635,07-05-2020
Nebraska ,19827,284,190151,5203,07-05-2020
Rhode Island ,16991,960,250954,14374,07-05-2020
Kentucky ,16376,585,430071,11044,07-05-2020
Kansas ,16054,283,191561,5914,07-05-2020
Oklahoma ,15928,398,366289,3284,07-05-2020
New Mexico ,13063,513,372288,6705,07-05-2020
Delaware ,12128,512,123941,4876,07-05-2020
District Of Columbia ,10482,559,105993,8381,07-05-2020
Oregon ,9930,213,254732,6958,07-05-2020
Puerto Rico ,7916,155,359473,6402,07-05-2020
Federal Prisons ,7877,94,24004,2061,07-05-2020
Navajo Nation ,7804,377,54752,4296,07-05-2020
Idaho ,7370,93,103675,4419,07-05-2020
South Dakota ,7063,97,84003,903,07-05-2020
New Hampshire ,5871,380,143806,894,07-05-2020
North Dakota ,3816,80,113128,412,07-05-2020
Maine ,3415,109,113260,534,07-05-2020
West Virginia ,3262,94,184715,747,07-05-2020
Wyoming ,1634,20,49413,445,07-05-2020
Vermont ,1249,56,70024,186,07-05-2020
Montana ,1212,23,100106,511,07-05-2020
Alaska ,1111,16,122732,551,07-05-2020
Hawaii ,999,19,99282,224,07-05-2020
Guam ,280,5,14053,96,07-05-2020
United States Virgin Islands ,111,6,3173,29,07-05-2020
Northern Mariana Islands ,31,2,8217,10,07-05-2020
New York ,422268,32248,4233803,274852,07-06-2020
California ,265200,6373,4680138,188460,07-06-2020
Florida ,206447,3778,2235937,174265,07-06-2020
Texas ,200952,2675,2371709,97433,07-06-2020
New Jersey ,176967,15279,1534640,103445,07-06-2020
Illinois ,148373,7230,1761706,27873,07-06-2020
Massachusetts ,109974,8183,961849,8634,07-06-2020
Arizona ,101441,1810,800452,88412,07-06-2020
Georgia ,95516,2860,1119577,79361,07-06-2020
Pennsylvania ,94437,6805,829991,17546,07-06-2020
North Carolina ,74529,1425,1036838,27566,07-06-2020
Michigan ,72941,6218,1336869,13882,07-06-2020
Maryland ,69904,3246,724463,61629,07-06-2020
Louisiana ,66327,3296,802454,20005,07-06-2020
Virginia ,66102,1853,788865,55440,07-06-2020
Ohio ,57194,2935,865069,13799,07-06-2020
Tennessee ,51431,646,895796,20531,07-06-2020
Indiana ,48331,2698,526592,9158,07-06-2020
Connecticut ,46717,4335,497693,29622,07-06-2020
Alabama ,44878,1007,454592,21789,07-06-2020
South Carolina ,44847,820,473543,27033,07-06-2020
Minnesota ,38569,1511,679693,559,07-06-2020
Washington ,36708,1359,612706,23747,07-06-2020
Colorado ,34065,1701,352758,22794,07-06-2020
Iowa ,31656,722,334678,5982,07-06-2020
Wisconsin ,31577,796,615688,5882,07-06-2020
Mississippi ,31257,1114,327087,7976,07-06-2020
Utah ,24952,184,371308,10621,07-06-2020
Veteran Affairs ,24842,1693,326978,4913,07-06-2020
Missouri ,24444,1074,465998,18083,07-06-2020
Arkansas ,23814,287,344529,6394,07-06-2020
Nevada ,22909,537,376887,8799,07-06-2020
Nebraska ,19929,284,191967,5004,07-06-2020
Rhode Island ,16991,960,250954,14374,07-06-2020
Kentucky ,16376,585,430071,11044,07-06-2020
Oklahoma ,16362,399,366289,3531,07-06-2020
Kansas ,16215,284,191561,5831,07-06-2020
New Mexico ,13256,513,375054,6883,07-06-2020
Delaware ,12293,512,123941,5003,07-06-2020
District Of Columbia ,10515,561,105993,8412,07-06-2020
Oregon ,10230,215,264201,7256,07-06-2020
Puerto Rico ,8585,155,359473,7071,07-06-2020
Federal Prisons ,7925,95,24153,2108,07-06-2020
Navajo Nation ,7840,378,54752,4331,07-06-2020
Idaho ,7733,93,105876,4754,07-06-2020
South Dakota ,7063,97,84003,903,07-06-2020
New Hampshire ,5897,381,145630,832,07-06-2020
North Dakota ,3849,80,113582,419,07-06-2020
Maine ,3423,109,115258,527,07-06-2020
West Virginia ,3356,95,187464,11,07-06-2020
Wyoming ,1634,20,50038,442,07-06-2020
Vermont ,1251,56,70353,173,07-06-2020
Montana ,1249,23,102926,548,07-06-2020
Alaska ,1138,16,123753,574,07-06-2020
Hawaii ,1023,19,100110,227,07-06-2020
Guam ,301,5,14053,117,07-06-2020
United States Virgin Islands ,112,6,3231,27,07-06-2020
Northern Mariana Islands ,31,2,8217,10,07-06-2020
New York ,424760,32343,4468016,243847,07-09-2020
California ,296075,6723,4996175,209761,07-09-2020
Florida ,232718,4009,2359636,198519,07-09-2020
Texas ,229619,2944,2526940,113390,07-09-2020
New Jersey ,177461,15416,1577848,95141,07-09-2020
Illinois ,150554,7309,1842576,28738,07-09-2020
Arizona ,112671,2038,827089,97830,07-09-2020
Massachusetts ,110602,8243,987504,8012,07-09-2020
Georgia ,103890,2922,1150472,85568,07-09-2020
Pennsylvania ,97188,6903,870683,19332,07-09-2020
North Carolina ,79349,1468,1121811,22563,07-09-2020
Michigan ,74551,6262,1392893,15448,07-09-2020
Louisiana ,71994,3360,880140,22300,07-09-2020
Maryland ,71447,3288,746274,63074,07-09-2020
Virginia ,67988,1937,829793,56986,07-09-2020
Ohio ,60217,2998,911905,15108,07-09-2020
Tennessee ,55986,685,950540,22565,07-09-2020
Indiana ,49575,2739,535857,9374,07-09-2020
Alabama ,49174,1068,467754,26024,07-09-2020
South Carolina ,48909,884,497122,28844,07-09-2020
Connecticut ,47108,4343,535465,27485,07-09-2020
Minnesota ,40163,1528,705440,3442,07-09-2020
Washington ,38998,1394,645072,25133,07-09-2020
Colorado ,35116,1704,367724,22977,07-09-2020
Mississippi ,33591,1204,337291,10220,07-09-2020
Wisconsin ,33154,807,644304,6042,07-09-2020
Iowa ,33123,740,353800,6115,07-09-2020
Veteran Affairs ,26870,1747,352637,5311,07-09-2020
Utah ,26755,201,385760,11376,07-09-2020
Missouri ,26334,1091,489836,19553,07-09-2020
Arkansas ,25246,305,358917,5545,07-09-2020
Nevada ,24904,571,396632,8999,07-09-2020
Nebraska ,20425,282,198069,5112,07-09-2020
Oklahoma ,18496,410,404600,3986,07-09-2020
Kentucky ,17919,608,451451,12399,07-09-2020
Kansas ,17748,292,208482,6868,07-09-2020
Rhode Island ,17243,974,264216,14586,07-09-2020
New Mexico ,14017,527,389687,7439,07-09-2020
Delaware ,12531,517,129034,5163,07-09-2020
Oregon ,10817,224,275727,7641,07-09-2020
District Of Columbia ,10679,568,114289,8486,07-09-2020
Idaho ,8969,98,113958,5893,07-09-2020
Puerto Rico ,8862,159,359473,7344,07-09-2020
Federal Prisons ,8304,95,25825,2459,07-09-2020
Navajo Nation ,7981,382,57633,4468,07-09-2020
South Dakota ,7242,98,86226,864,07-09-2020
New Hampshire ,5952,386,150345,749,07-09-2020
North Dakota ,4070,85,117849,521,07-09-2020
West Virginia ,3751,95,195955,1000,07-09-2020
Maine ,3486,111,120311,474,07-09-2020
Wyoming ,1740,21,53100,428,07-09-2020
Montana ,1466,25,108765,645,07-09-2020
Vermont ,1272,56,71756,167,07-09-2020
Alaska ,1226,17,133401,646,07-09-2020
Hawaii ,1094,19,105290,264,07-09-2020
Guam ,309,5,15683,125,07-09-2020
United States Virgin Islands ,144,6,3610,57,07-09-2020
Northern Mariana Islands ,31,2,10765,10,07-09-2020
New York ,425748,32368,4541574,235856,07-10-2020
California ,303323,6862,5078434,214844,07-10-2020
Florida ,244151,4102,2423992,208495,07-10-2020
Texas ,241013,3046,2603903,119641,07-10-2020
New Jersey ,177795,15522,1623158,92564,07-10-2020
Illinois ,151572,7329,1878756,29422,07-10-2020
Arizona ,116892,2082,860295,101469,07-10-2020
Massachusetts ,110897,8268,998419,8282,07-10-2020
Georgia ,106727,2930,1194337,87517,07-10-2020
Pennsylvania ,98030,6932,892131,19591,07-10-2020
North Carolina ,81331,1491,1150612,24522,07-10-2020
Michigan ,75063,6271,1419511,15951,07-10-2020
Louisiana ,74636,3385,905248,24917,07-10-2020
Maryland ,71910,3303,774693,63475,07-10-2020
Virginia ,68931,1958,846912,57784,07-10-2020
Ohio ,62871,3037,955697,17063,07-10-2020
Tennessee ,57591,710,972276,23272,07-10-2020
South Carolina ,52419,929,507870,32309,07-10-2020
Alabama ,50508,1104,491600,23621,07-10-2020
Indiana ,50300,2748,542292,9757,07-10-2020
Connecticut ,47209,4348,543636,26727,07-10-2020
Minnesota ,40767,1533,725825,3792,07-10-2020
Washington ,39686,1409,660330,25609,07-10-2020
Colorado ,35525,1706,374161,22993,07-10-2020
Mississippi ,34622,1215,343035,11240,07-10-2020
Wisconsin ,33908,809,657462,6307,07-10-2020
Iowa ,33762,742,361324,6637,07-10-2020
Veteran Affairs ,27411,1757,352637,5787,07-10-2020
Utah ,27356,205,388733,11490,07-10-2020
Missouri ,27183,1101,503004,20267,07-10-2020
Arkansas ,26052,309,364661,5751,07-10-2020
Nevada ,25908,579,416707,9189,07-10-2020
Nebraska ,20623,284,201249,5133,07-10-2020
Oklahoma ,19092,416,414197,4028,07-10-2020
Kentucky ,18245,612,461756,12694,07-10-2020
Kansas ,18088,294,208482,6962,07-10-2020
Rhode Island ,17312,976,270784,14652,07-10-2020
New Mexico ,14251,533,395881,7600,07-10-2020
Delaware ,12652,517,130205,5234,07-10-2020
Oregon ,11188,230,281519,7981,07-10-2020
District Of Columbia ,10743,568,115923,8513,07-10-2020
Idaho ,9428,100,117390,6306,07-10-2020
Puerto Rico ,9137,159,359473,7619,07-10-2020
Federal Prisons ,8530,95,26315,2685,07-10-2020
Navajo Nation ,8042,386,57980,4525,07-10-2020
South Dakota ,7336,101,87310,904,07-10-2020
New Hampshire ,5973,387,151982,755,07-10-2020
North Dakota ,4154,85,119596,573,07-10-2020
West Virginia ,3882,95,197081,1069,07-10-2020
Maine ,3499,111,120311,487,07-10-2020
Wyoming ,1790,21,53600,456,07-10-2020
Montana ,1593,28,112178,710,07-10-2020
Vermont ,1277,56,74098,155,07-10-2020
Alaska ,1272,17,135744,684,07-10-2020
Hawaii ,1130,19,107009,271,07-10-2020
Guam ,310,5,15683,126,07-10-2020
United States Virgin Islands ,153,6,3679,60,07-10-2020
Northern Mariana Islands ,31,2,10765,10,07-10-2020
New York ,426604,32388,4610777,227193,07-11-2020
California ,312403,6958,5175737,221027,07-11-2020
Florida ,254511,4197,2477810,218244,07-11-2020
Texas ,251076,3150,2644496,124930,07-11-2020
New Jersey ,178357,15595,1661284,86592,07-11-2020
Illinois ,152899,7345,1911743,30483,07-11-2020
Arizona ,119930,2151,860295,103926,07-11-2020
Georgia ,111211,2965,1223592,90931,07-11-2020
Massachusetts ,111110,8296,1011869,8467,07-11-2020
Pennsylvania ,98895,6952,912323,19659,07-11-2020
North Carolina ,83793,1507,1176058,26968,07-11-2020
Louisiana ,76803,3408,924447,27061,07-11-2020
Michigan ,75685,6285,1445133,16559,07-11-2020
Maryland ,72467,3310,786786,63967,07-11-2020
Virginia ,69782,1962,866257,58549,07-11-2020
Ohio ,62884,3037,955697,16412,07-11-2020
Tennessee ,59546,723,994114,24083,07-11-2020
South Carolina ,54699,951,520176,32792,07-11-2020
Alabama ,51910,1113,501367,25014,07-11-2020
Indiana ,51079,2756,558146,10203,07-11-2020
Connecticut ,47287,4348,556230,26054,07-11-2020
Minnesota ,41571,1537,742095,4022,07-11-2020
