City,Date,Confirmed,Deaths
Idaho,4/27/20,650,15
Illinois,4/27/20,33,0
Indiana,4/27/20,7,1
Iowa,4/27/20,1,0
Kansas,4/27/20,0,0
Kentucky,4/27/20,77,9
Louisiana,4/27/20,130,9
Maine,4/27/20,42,2
Maryland,4/27/20,114,4
Massachusetts,4/27/20,813,39
Michigan,4/27/20,7,0
Minnesota,4/27/20,1,0
Mississippi,4/27/20,116,7
Missouri,4/27/20,12,0
Montana,4/27/20,1,0
Nebraska,4/27/20,141,2
Nevada,4/27/20,3,0
New Hampshire,4/27/20,35,0
New Jersey,4/27/20,749,30
New Mexico,4/27/20,694,33
New York,4/27/20,979,36
North Carolina,4/27/20,91,1
North Dakota,4/27/20,0,0
Ohio,4/27/20,4,0
Oklahoma,4/27/20,55,3
Oregon,4/27/20,0,0
Pennsylvania,4/27/20,122,1
Rhode Island,4/27/20,115,0
South Carolina,4/27/20,29,0
South Dakota,4/27/20,1,0
Tennessee,4/27/20,24,1
Texas,4/27/20,23,0
Utah,4/27/20,0,0
Vermont,4/27/20,61,2
Virginia,4/27/20,195,3
Washington,4/27/20,46,0
West Virginia,4/27/20,4,1
Wisconsin,4/27/20,4,1
Wyoming,4/27/20,7,0
Diamond Princess,4/27/20,49,0
Grand Princess,4/27/20,103,0
American Samoa,4/28/20,0,0
Guam,4/28/20,141,5
Northern Mariana Islands,4/28/20,14,2
Puerto Rico,4/28/20,0,0
Virgin Islands,4/28/20,57,4
Alabama,4/28/20,40,4
Alaska,4/28/20,0,0
Arizona,4/28/20,380,5
Arkansas,4/28/20,2,0
California,4/28/20,1533,55
Colorado,4/28/20,1430,61
Connecticut,4/28/20,10874,747
Delaware,4/28/20,728,23
District of Columbia,4/28/20,3994,190
Florida,4/28/20,255,2
Georgia,4/28/20,65,5
Hawaii,4/28/20,70,0
Idaho,4/28/20,662,16
Illinois,4/28/20,40,0
Indiana,4/28/20,7,1
Iowa,4/28/20,1,0
Kansas,4/28/20,0,0
Kentucky,4/28/20,79,10
Louisiana,4/28/20,130,9
Maine,4/28/20,42,2
Maryland,4/28/20,115,5
Massachusetts,4/28/20,843,39
Michigan,4/28/20,7,0
Minnesota,4/28/20,1,0
Mississippi,4/28/20,123,8
Missouri,4/28/20,12,0
Montana,4/28/20,1,0
Nebraska,4/28/20,143,2
Nevada,4/28/20,3,0
New Hampshire,4/28/20,34,0
New Jersey,4/28/20,868,35
New Mexico,4/28/20,738,35
New York,4/28/20,1009,36
North Carolina,4/28/20,94,1
North Dakota,4/28/20,0,0
Ohio,4/28/20,4,0
Oklahoma,4/28/20,64,3
Oregon,4/28/20,0,0
Pennsylvania,4/28/20,124,1
Rhode Island,4/28/20,115,0
South Carolina,4/28/20,29,0
South Dakota,4/28/20,1,0
Tennessee,4/28/20,24,1
Texas,4/28/20,26,0
Utah,4/28/20,0,0
Vermont,4/28/20,61,2
Virginia,4/28/20,223,4
Washington,4/28/20,46,0
West Virginia,4/28/20,4,1
Wisconsin,4/28/20,4,1
Wyoming,4/28/20,8,0
Diamond Princess,4/28/20,49,0
Grand Princess,4/28/20,103,0
American Samoa,4/29/20,0,0
Guam,4/29/20,141,5
Northern Mariana Islands,4/29/20,14,2
Puerto Rico,4/29/20,0,0
Virgin Islands,4/29/20,57,4
Alabama,4/29/20,43,4
Alaska,4/29/20,0,0
Arizona,4/29/20,392,5
Arkansas,4/29/20,2,0
California,4/29/20,1568,57
Colorado,4/29/20,1490,62
Connecticut,4/29/20,10985,774
Delaware,4/29/20,743,25
District of Columbia,4/29/20,4106,205
Florida,4/29/20,262,2
Georgia,4/29/20,65,6
Hawaii,4/29/20,70,0
Idaho,4/29/20,662,16
Illinois,4/29/20,40,0
Indiana,4/29/20,7,1
Iowa,4/29/20,1,0
Kansas,4/29/20,0,0
Kentucky,4/29/20,79,10
Louisiana,4/29/20,130,9
Maine,4/29/20,43,2
Maryland,4/29/20,116,6
Massachusetts,4/29/20,866,40
Michigan,4/29/20,7,0
Minnesota,4/29/20,1,0
Mississippi,4/29/20,129,8
Missouri,4/29/20,12,0
Montana,4/29/20,1,0
Nebraska,4/29/20,147,2
Nevada,4/29/20,3,0
New Hampshire,4/29/20,34,0
New Jersey,4/29/20,908,37
New Mexico,4/29/20,765,35
New York,4/29/20,1067,36
North Carolina,4/29/20,96,1
North Dakota,4/29/20,0,0
Ohio,4/29/20,5,0
Oklahoma,4/29/20,64,3
Oregon,4/29/20,0,0
Pennsylvania,4/29/20,130,4
Rhode Island,4/29/20,145,0
South Carolina,4/29/20,29,0
South Dakota,4/29/20,1,0
Tennessee,4/29/20,27,1
Texas,4/29/20,29,0
Utah,4/29/20,0,0
Vermont,4/29/20,61,2
Virginia,4/29/20,229,4
Washington,4/29/20,47,0
West Virginia,4/29/20,4,1
Wisconsin,4/29/20,4,1
Wyoming,4/29/20,8,0
Diamond Princess,4/29/20,49,0
Grand Princess,4/29/20,103,0
American Samoa,4/30/20,0,0
Guam,4/30/20,145,5
Northern Mariana Islands,4/30/20,14,2
Puerto Rico,4/30/20,0,0
Virgin Islands,4/30/20,66,4
Alabama,4/30/20,44,4
Alaska,4/30/20,0,0
Arizona,4/30/20,449,6
Arkansas,4/30/20,2,0
California,4/30/20,1603,60
Colorado,4/30/20,1585,63
Connecticut,4/30/20,11294,810
Delaware,4/30/20,759,26
District of Columbia,4/30/20,4323,224
Florida,4/30/20,267,5
Georgia,4/30/20,70,6
Hawaii,4/30/20,73,0
Idaho,4/30/20,671,16
Illinois,4/30/20,40,0
Indiana,4/30/20,7,1
Iowa,4/30/20,1,0
Kansas,4/30/20,0,0
Kentucky,4/30/20,81,10
Louisiana,4/30/20,130,10
Maine,4/30/20,48,2
Maryland,4/30/20,118,7
Massachusetts,4/30/20,886,43
Michigan,4/30/20,7,1
Minnesota,4/30/20,1,0
Mississippi,4/30/20,133,8
Missouri,4/30/20,12,0
Montana,4/30/20,1,0
Nebraska,4/30/20,164,3
Nevada,4/30/20,3,0
New Hampshire,4/30/20,34,0
New Jersey,4/30/20,964,41
New Mexico,4/30/20,811,35
New York,4/30/20,1165,41
North Carolina,4/30/20,109,1
North Dakota,4/30/20,0,0
Ohio,4/30/20,4,0
Oklahoma,4/30/20,64,3
Oregon,4/30/20,0,0
Pennsylvania,4/30/20,137,4
Rhode Island,4/30/20,143,0
South Carolina,4/30/20,31,0
South Dakota,4/30/20,1,0
Tennessee,4/30/20,28,1
Texas,4/30/20,29,0
Utah,4/30/20,0,0
Vermont,4/30/20,61,2
Virginia,4/30/20,264,4
Washington,4/30/20,47,0
West Virginia,4/30/20,5,1
Wisconsin,4/30/20,4,1
Wyoming,4/30/20,8,0
Diamond Princess,4/30/20,49,0
Grand Princess,4/30/20,103,0
American Samoa,5/1/20,0,0
Guam,5/1/20,145,5
Northern Mariana Islands,5/1/20,14,2
Puerto Rico,5/1/20,0,0
Virgin Islands,5/1/20,66,4
Alabama,5/1/20,42,3
Alaska,5/1/20,0,0
Arizona,5/1/20,478,6
Arkansas,5/1/20,2,0
California,5/1/20,1636,62
Colorado,5/1/20,1665,68
Connecticut,5/1/20,11612,839
Delaware,5/1/20,773,27
District of Columbia,5/1/20,4658,231
Florida,5/1/20,273,5
Georgia,5/1/20,72,6
Hawaii,5/1/20,73,0
Idaho,5/1/20,681,16
Illinois,5/1/20,40,1
Indiana,5/1/20,7,1
Iowa,5/1/20,1,0
Kansas,5/1/20,0,0
Kentucky,5/1/20,81,11
Louisiana,5/1/20,133,10
Maine,5/1/20,52,2
Maryland,5/1/20,118,7
Massachusetts,5/1/20,930,45
Michigan,5/1/20,7,1
Minnesota,5/1/20,1,0
Mississippi,5/1/20,148,8
Missouri,5/1/20,12,0
Montana,5/1/20,1,0
Nebraska,5/1/20,187,3
Nevada,5/1/20,3,0
New Hampshire,5/1/20,37,0
New Jersey,5/1/20,1012,45
New Mexico,5/1/20,830,36
New York,5/1/20,1204,44
North Carolina,5/1/20,109,1
North Dakota,5/1/20,0,0
Ohio,5/1/20,5,0
Oklahoma,5/1/20,65,3
Oregon,5/1/20,0,0
Pennsylvania,5/1/20,140,4
Rhode Island,5/1/20,142,0
South Carolina,5/1/20,31,0
South Dakota,5/1/20,1,0
Tennessee,5/1/20,28,1
Texas,5/1/20,32,0
Utah,5/1/20,0,0
Vermont,5/1/20,61,2
Virginia,5/1/20,303,5
Washington,5/1/20,47,0
West Virginia,5/1/20,5,1
Wisconsin,5/1/20,4,1
Wyoming,5/1/20,8,0
Diamond Princess,5/1/20,49,0
Grand Princess,5/1/20,103,0
American Samoa,5/2/20,0,0
Guam,5/2/20,145,5
Northern Mariana Islands,5/2/20,14,2
Puerto Rico,5/2/20,0,0
Virgin Islands,5/2/20,66,4
Alabama,5/2/20,45,3
Alaska,5/2/20,0,0
Arizona,5/2/20,507,6
Arkansas,5/2/20,2,0
California,5/2/20,1706,63
Colorado,5/2/20,1730,68
Connecticut,5/2/20,11801,865
Delaware,5/2/20,793,29
District of Columbia,5/2/20,4797,240
Florida,5/2/20,275,5
Georgia,5/2/20,72,6
Hawaii,5/2/20,73,0
Idaho,5/2/20,705,17
Illinois,5/2/20,40,1
Indiana,5/2/20,8,1
Iowa,5/2/20,1,0
Kansas,5/2/20,0,0
Kentucky,5/2/20,81,11
Louisiana,5/2/20,133,10
Maine,5/2/20,54,2
Maryland,5/2/20,121,8
Massachusetts,5/2/20,970,46
Michigan,5/2/20,8,1
Minnesota,5/2/20,1,0
Mississippi,5/2/20,149,9
Missouri,5/2/20,12,0
Montana,5/2/20,1,0
Nebraska,5/2/20,202,3
Nevada,5/2/20,3,0
New Hampshire,5/2/20,38,0
New Jersey,5/2/20,1050,48
New Mexico,5/2/20,883,38
New York,5/2/20,1238,44
North Carolina,5/2/20,121,2
North Dakota,5/2/20,0,0
Ohio,5/2/20,5,0
Oklahoma,5/2/20,65,3
Oregon,5/2/20,0,0
Pennsylvania,5/2/20,141,4
Rhode Island,5/2/20,144,0
South Carolina,5/2/20,31,0
South Dakota,5/2/20,1,0
Tennessee,5/2/20,28,1
Texas,5/2/20,32,0
Utah,5/2/20,0,0
Vermont,5/2/20,61,2
Virginia,5/2/20,353,5
Washington,5/2/20,48,0
West Virginia,5/2/20,5,1
Wisconsin,5/2/20,4,1
Wyoming,5/2/20,8,0
Diamond Princess,5/2/20,49,0
Grand Princess,5/2/20,103,0
American Samoa,5/3/20,0,0
Guam,5/3/20,145,5
Northern Mariana Islands,5/3/20,14,2
Puerto Rico,5/3/20,0,0
Virgin Islands,5/3/20,66,4
Alabama,5/3/20,48,3
Alaska,5/3/20,0,0
Arizona,5/3/20,526,6
Arkansas,5/3/20,3,0
California,5/3/20,1749,63
Colorado,5/3/20,1780,68
Connecticut,5/3/20,11801,865
Delaware,5/3/20,821,30
District of Columbia,5/3/20,5016,251
Florida,5/3/20,286,5
Georgia,5/3/20,72,5
Hawaii,5/3/20,74,0
Idaho,5/3/20,705,17
Illinois,5/3/20,40,1
Indiana,5/3/20,8,1
Iowa,5/3/20,1,0
Kansas,5/3/20,0,0
Kentucky,5/3/20,81,13
Louisiana,5/3/20,134,10
Maine,5/3/20,56,2
Maryland,5/3/20,124,12
Massachusetts,5/3/20,981,47
Michigan,5/3/20,7,1
Minnesota,5/3/20,1,0
Mississippi,5/3/20,148,9
Missouri,5/3/20,12,0
Montana,5/3/20,1,0
Nebraska,5/3/20,203,3
Nevada,5/3/20,3,0
New Hampshire,5/3/20,39,0
New Jersey,5/3/20,1075,49
New Mexico,5/3/20,920,40
New York,5/3/20,1258,49
North Carolina,5/3/20,124,2
North Dakota,5/3/20,0,0
Ohio,5/3/20,5,0
Oklahoma,5/3/20,65,3
Oregon,5/3/20,0,0
Pennsylvania,5/3/20,145,4
Rhode Island,5/3/20,152,0
South Carolina,5/3/20,33,0
South Dakota,5/3/20,1,0
Tennessee,5/3/20,28,1
Texas,5/3/20,32,0
Utah,5/3/20,0,0
Vermont,5/3/20,61,2
Virginia,5/3/20,400,6
Washington,5/3/20,48,0
West Virginia,5/3/20,5,1
Wisconsin,5/3/20,4,1
Wyoming,5/3/20,8,0
Diamond Princess,5/3/20,49,0
Grand Princess,5/3/20,103,0
American Samoa,5/4/20,0,0
Guam,5/4/20,145,5
Northern Mariana Islands,5/4/20,14,2
Puerto Rico,5/4/20,0,0
Virgin Islands,5/4/20,66,4
Alabama,5/4/20,53,3
Alaska,5/4/20,0,0
Arizona,5/4/20,549,6
Arkansas,5/4/20,3,0
California,5/4/20,1776,63
Colorado,5/4/20,1815,68
Connecticut,5/4/20,12245,910
Delaware,5/4/20,833,30
District of Columbia,5/4/20,5170,258
Florida,5/4/20,289,5
Georgia,5/4/20,74,7
Hawaii,5/4/20,75,0
Idaho,5/4/20,710,17
Illinois,5/4/20,40,1
Indiana,5/4/20,8,1
Iowa,5/4/20,1,0
Kansas,5/4/20,0,0
Kentucky,5/4/20,81,13
Louisiana,5/4/20,134,10
Maine,5/4/20,60,2
Maryland,5/4/20,126,12
Massachusetts,5/4/20,997,47
Michigan,5/4/20,7,1
Minnesota,5/4/20,1,0
Mississippi,5/4/20,149,9
Missouri,5/4/20,12,0
Montana,5/4/20,1,0
Nebraska,5/4/20,204,3
Nevada,5/4/20,3,0
New Hampshire,5/4/20,40,0
New Jersey,5/4/20,1135,51
New Mexico,5/4/20,944,40
New York,5/4/20,1287,49
North Carolina,5/4/20,128,2
North Dakota,5/4/20,0,0
Ohio,5/4/20,5,0
Oklahoma,5/4/20,65,3
Oregon,5/4/20,0,0
Pennsylvania,5/4/20,148,4
Rhode Island,5/4/20,154,0
South Carolina,5/4/20,33,0
South Dakota,5/4/20,1,0
Tennessee,5/4/20,30,1
Texas,5/4/20,34,0
Utah,5/4/20,0,0
Vermont,5/4/20,61,2
Virginia,5/4/20,425,6
Washington,5/4/20,48,0
West Virginia,5/4/20,5,1
Wisconsin,5/4/20,4,1
Wyoming,5/4/20,8,0
Diamond Princess,5/4/20,49,0
Grand Princess,5/4/20,103,0
American Samoa,5/5/20,0,0
Guam,5/5/20,145,5
Northern Mariana Islands,5/5/20,14,2
Puerto Rico,5/5/20,0,0
Virgin Islands,5/5/20,66,4
Alabama,5/5/20,53,3
Alaska,5/5/20,0,0
Arizona,5/5/20,576,7
Arkansas,5/5/20,2,0
California,5/5/20,1809,66
Colorado,5/5/20,1883,72
Connecticut,5/5/20,12360,935
Delaware,5/5/20,847,32
District of Columbia,5/5/20,5322,264
Florida,5/5/20,289,5
Georgia,5/5/20,77,9
Hawaii,5/5/20,74,0
Idaho,5/5/20,713,19
Illinois,5/5/20,40,1
Indiana,5/5/20,9,1
Iowa,5/5/20,2,0
Kansas,5/5/20,0,0
Kentucky,5/5/20,81,13
Louisiana,5/5/20,136,10
Maine,5/5/20,62,2
Maryland,5/5/20,129,12
Massachusetts,5/5/20,1008,48
Michigan,5/5/20,7,1
Minnesota,5/5/20,1,0
Mississippi,5/5/20,151,10
Missouri,5/5/20,12,0
Montana,5/5/20,1,0
Nebraska,5/5/20,204,3
Nevada,5/5/20,3,0
New Hampshire,5/5/20,40,0
New Jersey,5/5/20,1190,51
New Mexico,5/5/20,963,42
New York,5/5/20,1294,49
North Carolina,5/5/20,128,3
North Dakota,5/5/20,0,0
Ohio,5/5/20,5,0
Oklahoma,5/5/20,66,3
Oregon,5/5/20,0,0
Pennsylvania,5/5/20,148,5
Rhode Island,5/5/20,154,0
South Carolina,5/5/20,33,0
South Dakota,5/5/20,1,0
Tennessee,5/5/20,29,1
Texas,5/5/20,38,0
Utah,5/5/20,0,0
Vermont,5/5/20,61,2
Virginia,5/5/20,429,7
Washington,5/5/20,48,0
West Virginia,5/5/20,6,1
Wisconsin,5/5/20,4,1
Wyoming,5/5/20,8,0
Diamond Princess,5/5/20,49,0
Grand Princess,5/5/20,103,0
American Samoa,5/6/20,0,0
Guam,5/6/20,149,5
Northern Mariana Islands,5/6/20,15,2
Puerto Rico,5/6/20,3,0
Virgin Islands,5/6/20,66,4
Alabama,5/6/20,58,3
Alaska,5/6/20,0,0
Arizona,5/6/20,612,7
Arkansas,5/6/20,2,0
California,5/6/20,1863,66
Colorado,5/6/20,1952,75
Connecticut,5/6/20,12455,952
Delaware,5/6/20,891,33
District of Columbia,5/6/20,5461,277
Florida,5/6/20,295,5
Georgia,5/6/20,78,10
Hawaii,5/6/20,74,0
Idaho,5/6/20,717,19
Illinois,5/6/20,40,1
Indiana,5/6/20,8,1
Iowa,5/6/20,3,0
Kansas,5/6/20,0,0
Kentucky,5/6/20,82,13
Louisiana,5/6/20,140,10
Maine,5/6/20,67,2
Maryland,5/6/20,129,12
Massachusetts,5/6/20,1039,55
Michigan,5/6/20,7,1
Minnesota,5/6/20,1,0
Mississippi,5/6/20,154,10
Missouri,5/6/20,12,0
Montana,5/6/20,1,0
Nebraska,5/6/20,212,3
Nevada,5/6/20,3,0
New Hampshire,5/6/20,41,0
New Jersey,5/6/20,1246,54
New Mexico,5/6/20,981,44
New York,5/6/20,1321,53
North Carolina,5/6/20,128,3
North Dakota,5/6/20,0,0
Ohio,5/6/20,5,0
Oklahoma,5/6/20,68,3
Oregon,5/6/20,1,0
Pennsylvania,5/6/20,148,5
Rhode Island,5/6/20,154,0
South Carolina,5/6/20,33,0
South Dakota,5/6/20,1,0
Tennessee,5/6/20,29,1
Texas,5/6/20,40,0
Utah,5/6/20,0,0
Vermont,5/6/20,61,2
Virginia,5/6/20,433,7
Washington,5/6/20,49,0
West Virginia,5/6/20,6,1
Wisconsin,5/6/20,4,1
Wyoming,5/6/20,8,0
Diamond Princess,5/6/20,49,0
Grand Princess,5/6/20,103,0
American Samoa,5/7/20,0,0
Guam,5/7/20,149,5
Northern Mariana Islands,5/7/20,15,2
Puerto Rico,5/7/20,3,0
Virgin Islands,5/7/20,66,4
Alabama,5/7/20,61,3
Alaska,5/7/20,0,0
Arizona,5/7/20,630,7
Arkansas,5/7/20,2,0
California,5/7/20,1917,67
Colorado,5/7/20,2046,78
Connecticut,5/7/20,12679,977
Delaware,5/7/20,945,34
District of Columbia,5/7/20,5654,285
Florida,5/7/20,300,5
Georgia,5/7/20,88,10
Hawaii,5/7/20,74,0
Idaho,5/7/20,721,19
Illinois,5/7/20,40,1
Indiana,5/7/20,8,1
Iowa,5/7/20,3,0
Kansas,5/7/20,0,0
Kentucky,5/7/20,84,13
Louisiana,5/7/20,142,11
Maine,5/7/20,74,2
Maryland,5/7/20,143,12
Massachusetts,5/7/20,1065,57
Michigan,5/7/20,7,1
Minnesota,5/7/20,1,0
Mississippi,5/7/20,157,11
Missouri,5/7/20,12,0
Montana,5/7/20,1,0
Nebraska,5/7/20,216,3
Nevada,5/7/20,3,0
New Hampshire,5/7/20,42,0
New Jersey,5/7/20,1302,62
New Mexico,5/7/20,1012,44
New York,5/7/20,1348,53
North Carolina,5/7/20,143,3
North Dakota,5/7/20,0,0
Ohio,5/7/20,5,0
Oklahoma,5/7/20,69,3
Oregon,5/7/20,1,0
Pennsylvania,5/7/20,151,5
Rhode Island,5/7/20,154,0
South Carolina,5/7/20,34,0
South Dakota,5/7/20,1,0
Tennessee,5/7/20,31,1
Texas,5/7/20,40,0
Utah,5/7/20,0,0
Vermont,5/7/20,61,2
Virginia,5/7/20,463,7
Washington,5/7/20,49,0
West Virginia,5/7/20,6,1
Wisconsin,5/7/20,4,1
Wyoming,5/7/20,8,0
Diamond Princess,5/7/20,49,0
Grand Princess,5/7/20,103,0
American Samoa,5/8/20,0,0
Guam,5/8/20,151,5
Northern Mariana Islands,5/8/20,15,2
Puerto Rico,5/8/20,3,0
Virgin Islands,5/8/20,68,4
Alabama,5/8/20,67,4
Alaska,5/8/20,0,0
Arizona,5/8/20,671,10
Arkansas,5/8/20,2,0
California,5/8/20,1961,70
Colorado,5/8/20,2117,80
Connecticut,5/8/20,12879,1006
Delaware,5/8/20,963,36
District of Columbia,5/8/20,5899,304
Florida,5/8/20,306,5
Georgia,5/8/20,89,10
Hawaii,5/8/20,74,0
Idaho,5/8/20,721,19
Illinois,5/8/20,41,1
Indiana,5/8/20,8,1
Iowa,5/8/20,3,0
Kansas,5/8/20,0,0
Kentucky,5/8/20,84,13
Louisiana,5/8/20,142,11
Maine,5/8/20,78,2
Maryland,5/8/20,143,12
Massachusetts,5/8/20,1088,61
Michigan,5/8/20,7,1
Minnesota,5/8/20,2,0
Mississippi,5/8/20,157,11
Missouri,5/8/20,12,0
Montana,5/8/20,1,0
Nebraska,5/8/20,218,3
Nevada,5/8/20,3,0
New Hampshire,5/8/20,42,0
New Jersey,5/8/20,1423,68
New Mexico,5/8/20,1030,45
New York,5/8/20,1384,53
North Carolina,5/8/20,149,3
North Dakota,5/8/20,0,0
Ohio,5/8/20,5,0
Oklahoma,5/8/20,72,3
Oregon,5/8/20,1,0
Pennsylvania,5/8/20,154,5
Rhode Island,5/8/20,154,0
South Carolina,5/8/20,34,0
South Dakota,5/8/20,1,0
Tennessee,5/8/20,31,1
Texas,5/8/20,41,0
Utah,5/8/20,0,0
Vermont,5/8/20,62,2
Virginia,5/8/20,463,7
Washington,5/8/20,49,0
West Virginia,5/8/20,7,1
Wisconsin,5/8/20,4,1
Wyoming,5/8/20,8,0
Diamond Princess,5/8/20,49,0
Grand Princess,5/8/20,103,0
American Samoa,5/9/20,0,0
Guam,5/9/20,151,5
Northern Mariana Islands,5/9/20,16,2
Puerto Rico,5/9/20,3,0
Virgin Islands,5/9/20,68,4
Alabama,5/9/20,68,4
Alaska,5/9/20,0,0
Arizona,5/9/20,710,10
Arkansas,5/9/20,2,0
California,5/9/20,2023,71
Colorado,5/9/20,2205,81
Connecticut,5/9/20,13030,1017
Delaware,5/9/20,985,38
District of Columbia,5/9/20,6102,311
Florida,5/9/20,308,5
Georgia,5/9/20,92,10
Hawaii,5/9/20,75,0
Idaho,5/9/20,731,19
Illinois,5/9/20,41,1
Indiana,5/9/20,8,1
Iowa,5/9/20,3,0
Kansas,5/9/20,0,0
Kentucky,5/9/20,86,13
Louisiana,5/9/20,151,11
Maine,5/9/20,82,2
Maryland,5/9/20,144,12
Massachusetts,5/9/20,1112,66
Michigan,5/9/20,7,1
Minnesota,5/9/20,2,0
Mississippi,5/9/20,158,11
Missouri,5/9/20,12,0
Montana,5/9/20,1,0
Nebraska,5/9/20,223,3
Nevada,5/9/20,3,0
New Hampshire,5/9/20,44,0
New Jersey,5/9/20,1494,72
New Mexico,5/9/20,1050,46
New York,5/9/20,1416,59
North Carolina,5/9/20,152,4
North Dakota,5/9/20,0,0
Ohio,5/9/20,6,0
Oklahoma,5/9/20,74,3
Oregon,5/9/20,1,0
Pennsylvania,5/9/20,156,5
Rhode Island,5/9/20,154,0
South Carolina,5/9/20,34,0
South Dakota,5/9/20,1,0
Tennessee,5/9/20,31,1
Texas,5/9/20,41,0
Utah,5/9/20,0,0
Vermont,5/9/20,62,2
Virginia,5/9/20,496,7
Washington,5/9/20,49,0
West Virginia,5/9/20,7,1
Wisconsin,5/9/20,4,1
Wyoming,5/9/20,8,0
Diamond Princess,5/9/20,49,0
Grand Princess,5/9/20,103,0
American Samoa,5/10/20,0,0
Guam,5/10/20,151,5
Northern Mariana Islands,5/10/20,16,2
Puerto Rico,5/10/20,4,0
Virgin Islands,5/10/20,69,4
Alabama,5/10/20,74,4
Alaska,5/10/20,0,0
Arizona,5/10/20,716,10
Arkansas,5/10/20,2,0
California,5/10/20,2064,71
Colorado,5/10/20,2242,81
Connecticut,5/10/20,13236,1024
Delaware,5/10/20,985,38
District of Columbia,5/10/20,6272,323
Florida,5/10/20,312,5
Georgia,5/10/20,93,10
Hawaii,5/10/20,75,0
Idaho,5/10/20,733,19
Illinois,5/10/20,41,1
Indiana,5/10/20,8,1
Iowa,5/10/20,3,0
Kansas,5/10/20,0,0
Kentucky,5/10/20,86,13
Louisiana,5/10/20,148,11
Maine,5/10/20,84,2
Maryland,5/10/20,146,12
Massachusetts,5/10/20,1129,68
Michigan,5/10/20,7,1
Minnesota,5/10/20,2,0
Mississippi,5/10/20,159,12
Missouri,5/10/20,12,0
Montana,5/10/20,1,0
Nebraska,5/10/20,223,3
Nevada,5/10/20,3,0
New Hampshire,5/10/20,46,0
New Jersey,5/10/20,1510,72
New Mexico,5/10/20,1073,46
New York,5/10/20,1432,59
North Carolina,5/10/20,173,5
North Dakota,5/10/20,0,0
Ohio,5/10/20,6,0
Oklahoma,5/10/20,74,3
Oregon,5/10/20,1,0
Pennsylvania,5/10/20,159,5
Rhode Island,5/10/20,154,0
South Carolina,5/10/20,34,0
South Dakota,5/10/20,2,0
Tennessee,5/10/20,31,1
Texas,5/10/20,41,0
Utah,5/10/20,0,0
Vermont,5/10/20,62,2
Virginia,5/10/20,508,7
Washington,5/10/20,49,0
West Virginia,5/10/20,7,1
Wisconsin,5/10/20,4,1
Wyoming,5/10/20,8,0
Diamond Princess,5/10/20,49,0
Grand Princess,5/10/20,103,0
American Samoa,5/11/20,0,0
Guam,5/11/20,151,5
Northern Mariana Islands,5/11/20,19,2
Puerto Rico,5/11/20,4,0
Virgin Islands,5/11/20,69,5
Alabama,5/11/20,84,4
Alaska,5/11/20,0,0
Arizona,5/11/20,727,10
Arkansas,5/11/20,2,0
California,5/11/20,2101,71
Colorado,5/11/20,2278,81
Connecticut,5/11/20,13312,1034
Delaware,5/11/20,1044,39
District of Columbia,5/11/20,6389,328
Florida,5/11/20,320,5
Georgia,5/11/20,93,10
Hawaii,5/11/20,75,0
Idaho,5/11/20,739,21
Illinois,5/11/20,41,1
Indiana,5/11/20,8,1
Iowa,5/11/20,3,0
Kansas,5/11/20,0,0
Kentucky,5/11/20,88,13
Louisiana,5/11/20,152,11
Maine,5/11/20,92,2
Maryland,5/11/20,146,12
Massachusetts,5/11/20,1138,73
Michigan,5/11/20,7,1
Minnesota,5/11/20,2,0
Mississippi,5/11/20,160,13
Missouri,5/11/20,12,0
Montana,5/11/20,1,0
Nebraska,5/11/20,227,3
Nevada,5/11/20,3,0
New Hampshire,5/11/20,46,0
New Jersey,5/11/20,1533,77
New Mexico,5/11/20,1086,48
New York,5/11/20,1456,59
North Carolina,5/11/20,183,7
North Dakota,5/11/20,0,0
Ohio,5/11/20,6,0
Oklahoma,5/11/20,72,3
Oregon,5/11/20,1,0
Pennsylvania,5/11/20,167,5
Rhode Island,5/11/20,171,0
South Carolina,5/11/20,34,0
South Dakota,5/11/20,2,0
Tennessee,5/11/20,33,1
Texas,5/11/20,41,0
Utah,5/11/20,0,0
Vermont,5/11/20,62,2
Virginia,5/11/20,524,7
Washington,5/11/20,49,0
West Virginia,5/11/20,7,1
Wisconsin,5/11/20,4,1
Wyoming,5/11/20,8,0
Diamond Princess,5/11/20,49,0
Grand Princess,5/11/20,103,0
American Samoa,5/12/20,0,0
Guam,5/12/20,152,5
Northern Mariana Islands,5/12/20,19,2
Puerto Rico,5/12/20,4,0
Virgin Islands,5/12/20,69,6
Alabama,5/12/20,91,4
Alaska,5/12/20,0,0
Arizona,5/12/20,744,11
Arkansas,5/12/20,2,0
California,5/12/20,2133,74
Colorado,5/12/20,2322,84
Connecticut,5/12/20,13488,1046
Delaware,5/12/20,1060,43
District of Columbia,5/12/20,6485,336
Florida,5/12/20,324,5
Georgia,5/12/20,96,10
Hawaii,5/12/20,75,0
Idaho,5/12/20,744,21
Illinois,5/12/20,41,1
Indiana,5/12/20,8,1
Iowa,5/12/20,3,0
Kansas,5/12/20,0,0
Kentucky,5/12/20,88,13
Louisiana,5/12/20,152,11
Maine,5/12/20,97,2
Maryland,5/12/20,148,13
Massachusetts,5/12/20,1158,73
Michigan,5/12/20,7,1
Minnesota,5/12/20,2,0
Mississippi,5/12/20,161,15
Missouri,5/12/20,12,0
Montana,5/12/20,1,0
Nebraska,5/12/20,228,3
